,고객ID,Monetary,Recency_R,Frequency_F,Monetary_M,Class
37235,AQYE0899I4WYKLQC,3594.887875913972,3,1,2,3
37236,AQYGYRLFON3FL46M,7189.775751827944,5,4,4,1
37237,AQYIYRFIQJFWS5WY,7189.775751827944,5,4,4,1
37238,AQYJOMZKXJ0AHI1V,3594.887875913972,3,1,2,3
37239,AQYK4XKPJJFER4VZ,3544.3271767810024,2,1,1,4
37240,AQYKGBF2SWQF96RH,3454.578643139641,1,1,1,5
37241,AQYKNOZ81F6ERETW,3594.887875913972,5,1,2,1
37242,AQYKXN4QJ7SWXBIH,3594.887875913972,4,1,2,2
37243,AQYKZF33C7PSDMZF,3454.578643139641,1,1,1,5
37244,AQYMVG6XJKH683BV,21569.327255483833,3,5,5,3
37245,AQYNSQMMQXDTA7DL,10632.981530343008,2,5,5,4
37246,AQYQ56AHTE2I5OHT,7189.775751827944,5,4,4,1
37247,AQYQE4WMCTE72YDY,3594.887875913972,4,1,2,2
37248,AQYRIH14XTMYYLH7,6916.535927204267,1,4,4,5
37249,AQYWJLJU1SF7YUPB,3594.887875913972,3,1,2,3
37250,AQYYF3PB819R64XT,3594.887875913972,3,1,2,3
37251,AQYYOPF4JAXUDDSN,3594.887875913972,3,1,2,3
37252,AQZ015WQHOSIPCYF,3594.887875913972,2,1,2,4
37253,AQZ02ULBJI1DBHN0,6909.157286279282,1,4,4,5
37254,AQZ1E2SLGY6KMFRN,21569.327255483833,3,5,5,3
37255,AQZ1X1JS0TW9LRZZ,3544.3271767810024,2,1,1,4
37256,AQZ317KGGEUVI76S,7189.775751827944,3,4,4,3
37257,AQZ6LUJDSMQC85QS,10784.663627741917,3,5,5,3
37258,AQZ75KWA1K7JA6CC,6909.157286279282,1,4,4,5
37259,AQZ7LTQISKFUT60X,7189.775751827944,5,4,4,1
37260,AQZ7YB9VIXCABMGL,3594.887875913972,3,1,2,3
37261,AQZ8HY9KDAQ8XXVM,3594.887875913972,5,1,2,1
37262,AQZ8YJCUTVJK8S0B,14379.551503655888,5,5,5,1
37263,AQZ9TMB9YUEGW6UR,3594.887875913972,3,1,2,3
37264,AQZAA71CWH6PMTD8,3594.887875913972,5,1,2,1
37265,AQZBI59UEYDI9MY5,6946.110976496244,1,4,4,5
37266,AQZCN4PDSEYP7KLF,3594.887875913972,4,1,2,2
37267,AQZCQUWS8PI9WT0A,3594.887875913972,4,1,2,2
37268,AQZD5FJ0XN80L02O,3458.2679636021335,1,1,1,5
37269,AQZDBOS6XVDO7QZ1,7189.775751827944,3,4,4,3
37270,AQZDFVWCQC0V9CQN,3594.887875913972,5,1,2,1
37271,AQZE0P9YWBT40UO2,3594.887875913972,5,1,2,1
37272,AQZF5TTSTSB3BAE1,3454.578643139641,1,1,1,5
37273,AQZG5VOQ9AL1G2WL,3594.887875913972,4,1,2,2
37274,AQZGRH8FJ06HVGBL,3594.887875913972,4,1,2,2
37275,AQZI4K0DUPOEQ05E,3594.887875913972,3,1,2,3
37276,AQZICB821HUE1X8G,3454.578643139641,1,1,1,5
37277,AQZJ14L3XU6GD3XD,3473.055488248122,1,1,1,5
37278,AQZJKVAFU8J8J502,3594.887875913972,4,1,2,2
37279,AQZLJB231SQ2NW4L,3594.887875913972,5,1,2,1
37280,AQZLLRNPJA30DZY4,3594.887875913972,5,1,2,1
37281,AQZLMHP1888HHTTK,7088.654353562005,2,4,4,4
37282,AQZMMXL1MQPXS6HY,14177.30870712401,2,5,5,4
37283,AQZN6JVEH3J4NGN9,3594.887875913972,3,1,2,3
37284,AQZNSK29KE60XK2V,7189.775751827944,5,4,4,1
37285,AQZU9YAE1747BCIR,3458.2679636021335,1,1,1,5
37286,AQZX2KSYABJMU6DE,3458.2679636021335,1,1,1,5
37287,AQZX5OWYAGJW6495,3594.887875913972,5,1,2,1
37288,AQZXDKFP8GWREX0V,10632.981530343008,2,5,5,4
37289,AQZXQJC63DUEZLGI,3458.2679636021335,1,1,1,5
37290,AQZY2SR0UUSX35WL,3594.887875913972,5,1,2,1
37291,AQZZ67K3ZOGXKVQ7,3594.887875913972,5,1,2,1
37292,AR00GQ69P6ZYOCKX,3594.887875913972,3,1,2,3
37293,AR00U6ZKZERQUKQV,3544.3271767810024,2,1,1,4
37294,AR01H2L7JXBXRODG,7189.775751827944,5,4,4,1
37295,AR01O8U2J7569KGL,3544.3271767810024,2,1,1,4
37296,AR03ZQVZZY5FEVHJ,3594.887875913972,3,1,2,3
37297,AR05YJ2PBOQ9IRHX,7189.775751827944,5,1,4,1
37298,AR076ONUZA1J9S1S,3594.887875913972,3,1,2,3
37299,AR090KQ7SRAFTWES,10363.735929418923,1,5,5,5
37300,AR0BAKLG6AKM10CW,6909.157286279282,1,4,4,5
37301,AR0BERZ1CZTMH8XT,3544.3271767810024,2,1,1,4
37302,AR0BWYX63200HMEV,3458.2679636021335,1,1,1,5
37303,AR0CIAEK8TQU7RJ9,7189.775751827944,4,4,4,2
37304,AR0DXO2NF3412A78,3594.887875913972,5,1,2,1
37305,AR0EL1KU634Y8JNA,3454.578643139641,1,1,1,5
37306,AR0EPIR1VLG6H2VX,3594.887875913972,5,1,2,1
37307,AR0GEYH3T281MZLL,3594.887875913972,3,1,2,3
37308,AR0GGEFWZ7ZDM9Y4,3594.887875913972,4,1,2,2
37309,AR0I68T13HV45AKN,3454.578643139641,1,1,1,5
37310,AR0IMZ3B85XGP5ED,3594.887875913972,4,1,2,2
37311,AR0J3Q7WV71RNMUF,7189.775751827944,5,4,4,1
37312,AR0JK6J6U3B0RUNP,10784.663627741917,5,5,5,1
37313,AR0JPWF7SWAIIGFC,10784.663627741917,2,5,5,4
37314,AR0K5KSWHKBGPXAV,3544.3271767810024,2,1,1,4
37315,AR0KGFAI3SR8E6NA,3594.887875913972,4,1,2,2
37316,AR0MKS7EGNGC6YGG,3544.3271767810024,2,1,1,4
37317,AR0PW9MVXTRFKECR,10784.663627741917,3,5,5,3
37318,AR0QE5L4DXCCAGGT,3458.2679636021335,1,1,1,5
37319,AR0QSURYPL8KSTTG,3454.578643139641,1,1,1,5
37320,AR0R881K16RO96UY,14379.551503655888,5,5,5,1
37321,AR0STS3MOIA009JW,3473.055488248122,1,1,1,5
37322,AR0SXIQQXPEQ3XTR,3594.887875913972,3,1,2,3
37323,AR0TPKNBF62A41AM,3544.3271767810024,2,1,1,4
37324,AR0UI68AANGRSBPD,3594.887875913972,5,1,2,1
37325,AR0V5EH6TZ89315A,3458.2679636021335,1,1,1,5
37326,AR0VDKFAO9DOZJ6K,3544.3271767810024,2,1,1,4
37327,AR0YN8EKB3QU3AI2,7189.775751827944,4,4,4,2
37328,AR0YTIJ04XASEZ0I,3458.2679636021335,1,1,1,5
37329,AR0YYEGKGP20JFGO,7088.654353562005,2,4,4,4
37330,AR0Z08L4SS7ADPUE,3594.887875913972,5,1,2,1
37331,AR10OZEM9R30GHH8,3473.055488248122,2,1,1,4
37332,AR10WY1TOOQ239PV,3594.887875913972,4,1,2,2
37333,AR11IRRB24JC3PXX,10784.663627741917,3,5,5,3
37334,AR158Y69HX2UYMAE,10784.663627741917,3,5,5,3
37335,AR17IZ5QA0I6VI0K,3473.055488248122,1,1,1,5
37336,AR17ZQURQ49L9OZY,10784.663627741917,5,5,5,1
37337,AR18RBE3HRQ30AH7,7189.775751827944,3,4,4,3
37338,AR19N27DDQDOTMVO,3594.887875913972,5,1,2,1
37339,AR1ALTYEN7HAWO4Q,3594.887875913972,5,1,2,1
37340,AR1BP6D93HE9C2ZD,3594.887875913972,4,1,2,2
37341,AR1E8QVLVYT35DIC,3594.887875913972,4,1,2,2
37342,AR1FD31A11XAI6NK,10632.981530343008,2,5,5,4
37343,AR1FLDNPJJ3G7YT5,3473.055488248122,1,1,1,5
37344,AR1GD7LREMMSS713,3594.887875913972,3,1,2,3
37345,AR1GZYLYFBVPOY26,7189.775751827944,4,4,4,2
37346,AR1HO7BHNAQDHDAK,7189.775751827944,4,4,4,2
37347,AR1I4J70VNRQSBU2,3594.887875913972,4,1,2,2
37348,AR1IJ9TFK8U69QGV,3594.887875913972,3,1,2,3
37349,AR1IS1CXYNCRYZ7I,3594.887875913972,2,1,2,4
37350,AR1L0S7NEHHIGJWO,3458.2679636021335,1,1,1,5
37351,AR1L5XZZL3A0T7ZM,3594.887875913972,5,1,2,1
37352,AR1LQQIZF05ZW6E2,3458.2679636021335,1,1,1,5
37353,AR1MNGK71BW13YY6,3594.887875913972,5,1,2,1
37354,AR1P6DZVVECNFOB4,3454.578643139641,1,1,1,5
37355,AR1QPDWDGJISSLJ7,7189.775751827944,5,4,4,1
37356,AR1R2VKMFN1814T4,3594.887875913972,5,1,2,1
37357,AR1R36HLCOMRLDK8,3454.578643139641,1,1,1,5
37358,AR1SFHEUDOA917OL,3594.887875913972,3,1,2,3
37359,AR1T2HGMNKCI9I0X,7088.654353562005,2,4,4,4
37360,AR1UBUYWTJAJ1HKF,3454.578643139641,1,1,1,5
37361,AR1UMXO4RP8W5S27,3594.887875913972,4,1,2,2
37362,AR1XDPVV70ZAGA2Y,3594.887875913972,4,1,2,2
37363,AR1XELBBT4RPNRW7,3454.578643139641,1,1,1,5
37364,AR222JGO9DKKEYX8,3594.887875913972,3,1,2,3
37365,AR277K7XWPIMLGW8,3594.887875913972,4,1,2,2
37366,AR27GWLN93NEBAGS,7088.654353562005,2,4,4,4
37367,AR27O0O6Q8HF66F1,3594.887875913972,3,1,2,3
37368,AR2A5JROUYVXRP5N,3594.887875913972,4,1,2,2
37369,AR2B5K0FMFI3CC82,10784.663627741917,4,5,5,2
37370,AR2BOJGHQAKT6H5E,3594.887875913972,3,1,2,3
37371,AR2D925OQJGJFLDH,3594.887875913972,3,1,2,3
37372,AR2DH789RKC801TC,3594.887875913972,5,1,2,1
37373,AR2F1ICCHZ18AOLY,3473.055488248122,2,1,1,4
37374,AR2FOT9H9817XPZX,3594.887875913972,4,1,2,2
37375,AR2HVQU4VT8RAYRR,3594.887875913972,5,1,2,1
37376,AR2I44DG1YD602P7,7189.775751827944,4,4,4,2
37377,AR2JEWTPGJZ175OC,3594.887875913972,3,1,2,3
37378,AR2JNNA4Z8LIJ8AO,3544.3271767810024,2,1,1,4
37379,AR2JVR0VBGYM9WWG,3594.887875913972,3,1,2,3
37380,AR2KA8U3UMFS914C,7189.775751827944,4,4,4,2
37381,AR2L8X79P81UNCFS,7189.775751827944,3,4,4,3
37382,AR2MQ4WJWMGCKHW6,3454.578643139641,1,1,1,5
37383,AR2N9F9HK4PU8CJ0,7189.775751827944,4,4,4,2
37384,AR2NT5ECTFGUFDMO,3594.887875913972,5,1,2,1
37385,AR2NU483J2IN16P5,7189.775751827944,5,4,4,1
37386,AR2QAKO4T7D7EOMF,3473.055488248122,1,1,1,5
37387,AR2R4497CZ1XJXDM,3594.887875913972,4,1,2,2
37388,AR2R6WF2L8VSMHQT,3594.887875913972,4,1,2,2
37389,AR2S04E07B2W6370,10784.663627741917,3,5,5,3
37390,AR2U113BBLB0OXQW,7189.775751827944,3,4,4,3
37391,AR2UVLJBVETB7NCZ,3594.887875913972,3,1,2,3
37392,AR2V7QURATOX5Q32,3454.578643139641,1,1,1,5
37393,AR2VC3MEFVQTCSC4,3594.887875913972,4,1,2,2
37394,AR2WG9ZOVXKTTWTF,3544.3271767810024,2,1,1,4
37395,AR2YIZOSFLFPKYQ7,10784.663627741917,4,4,5,2
37396,AR2YY1VG2QSBPR1B,3594.887875913972,4,1,2,2
37397,AR30SNUIRZOCRCN6,14177.30870712401,2,5,5,4
37398,AR31P44C1Q3U73YI,3544.3271767810024,2,1,1,4
37399,AR32BOK5DJ0QRPAA,3473.055488248122,1,1,1,5
37400,AR32VZSBOIUXTOKU,10632.981530343008,2,5,5,4
37401,AR33C9FUF7JHO7U9,3544.3271767810024,2,1,1,4
37402,AR33FRZWWIL56WZM,7189.775751827944,4,4,4,2
37403,AR33YLGVRNZFT6E8,3458.2679636021335,1,1,1,5
37404,AR34GBSCJ6OQMWFN,3544.3271767810024,2,1,1,4
37405,AR35HRHQH0JOYAVE,3594.887875913972,2,1,2,4
37406,AR37L2X72J9XLHVC,7189.775751827944,5,4,4,1
37407,AR37YPF5IOWR1SYT,7189.775751827944,3,4,4,3
37408,AR387XTEYXERL6FQ,3594.887875913972,4,1,2,2
37409,AR39OGEF3D728ERW,7189.775751827944,5,4,4,1
37410,AR39SR4Z8YIQH4VP,3594.887875913972,4,1,2,2
37411,AR3AYZQS7SLIHIMR,10419.166464744365,1,5,5,5
37412,AR3BHFZMCDSTZQBK,3594.887875913972,3,1,2,3
37413,AR3BILTRGX1VY4QB,3594.887875913972,5,1,2,1
37414,AR3BVN8UEKPOJ1KT,3594.887875913972,4,1,2,2
37415,AR3CAILG6I9KA301,3594.887875913972,2,1,2,4
37416,AR3EAIWGO2MS18SU,7088.654353562005,2,4,4,4
37417,AR3GBRJFVCCABNGC,3594.887875913972,5,1,2,1
37418,AR3GLT2B8R17PS6M,7189.775751827944,2,4,4,4
37419,AR3HJPDKLN4N2V73,7189.775751827944,4,4,4,2
37420,AR3ID6Q7KX08J6DW,3594.887875913972,3,1,2,3
37421,AR3JZ8PLNFDDUGTH,3458.2679636021335,1,1,1,5
37422,AR3NGOHGRN5RSBTB,3594.887875913972,5,1,2,1
37423,AR3OSCUO2A3J1QHQ,3594.887875913972,5,1,2,1
37424,AR3QIKKI0DXYPXHK,6916.535927204267,1,4,4,5
37425,AR3SNM6V7OHT2FTU,7189.775751827944,3,4,4,3
37426,AR3SUU3OT3NYZ4QA,3544.3271767810024,2,1,1,4
37427,AR3T6GU1FEDDZJ0H,7189.775751827944,5,4,4,1
37428,AR3U9O5ODJYB455J,3594.887875913972,3,1,2,3
37429,AR3UKXD0B881SQNW,3594.887875913972,3,1,2,3
37430,AR3VK6MZH3HM54VN,3594.887875913972,3,1,2,3
37431,AR3XA6UYXTN5O35D,10784.663627741917,3,5,5,3
37432,AR3YKJLNNXO4DLOI,3594.887875913972,5,1,2,1
37433,AR3Z4FMO7UAGS1YS,3594.887875913972,2,1,2,4
37434,AR40AK6OC7YU7P9K,3454.578643139641,1,1,1,5
37435,AR41EVDG3UVQ6VN2,3544.3271767810024,2,1,1,4
37436,AR42CFN130KJW0NN,7189.775751827944,3,4,4,3
37437,AR43CGY0DSR65H44,3594.887875913972,3,1,2,3
37438,AR44ILWR643O0P17,3594.887875913972,4,1,2,2
37439,AR46BMCOSTJJ98HE,6946.110976496244,1,4,4,5
37440,AR47J6EG47MIM0QD,3594.887875913972,3,1,2,3
37441,AR49P2AONQTFAXQ7,3544.3271767810024,2,1,1,4
37442,AR4AVKKB8U8K3WJZ,3544.3271767810024,2,1,1,4
37443,AR4B2ETC591G2I3A,3594.887875913972,5,1,2,1
37444,AR4CO8U987BGM9C3,3594.887875913972,5,1,2,1
37445,AR4E1EYZXI66OTCG,3594.887875913972,4,1,2,2
37446,AR4EJT28Z08BOXSL,3594.887875913972,3,1,2,3
37447,AR4ES1TS56Z7E26N,3594.887875913972,3,1,2,3
37448,AR4EXZ72TNT98AE9,3458.2679636021335,1,1,1,5
37449,AR4F7PBQ2P0Z9909,3594.887875913972,2,1,2,4
37450,AR4GY4VG0L9YGJ1X,3594.887875913972,2,1,2,4
37451,AR4I53AQQCMEO8WA,6909.157286279282,1,4,4,5
37452,AR4IVRA0MTGFT2PW,7189.775751827944,3,4,4,3
37453,AR4J932XIKZ6MKUK,3594.887875913972,5,1,2,1
37454,AR4JSFL97XM47Q77,3594.887875913972,5,1,2,1
37455,AR4K2CD0BOVYJGVE,3458.2679636021335,1,1,1,5
37456,AR4KKS856X0P00MB,3594.887875913972,3,1,2,3
37457,AR4M0ICW8SDRFTNK,7189.775751827944,3,4,4,3
37458,AR4MT3ZNBU5AP5ZQ,3594.887875913972,4,1,2,2
37459,AR4N1LBAJ3G2YPH7,7189.775751827944,5,4,4,1
37460,AR4Q0E8Z5MVF491P,6946.110976496244,1,4,4,5
37461,AR4QCHGB09LQA57X,7189.775751827944,3,4,4,3
37462,AR4R5G2AKM0F35KF,7189.775751827944,5,4,4,1
37463,AR4SWCU9VULGFL6E,17974.43937956986,3,5,5,3
37464,AR4TD732IQLJAFGZ,3473.055488248122,1,1,1,5
37465,AR4VFYTM6Z0VQK9W,3594.887875913972,5,1,2,1
37466,AR4VGJ93YHWH00GF,3454.578643139641,1,1,1,5
37467,AR4VT9TNJIT4J61X,3594.887875913972,3,1,2,3
37468,AR4W963VJH05PACE,7189.775751827944,5,4,4,1
37469,AR4W9H0BL364UWD8,7189.775751827944,5,4,4,1
37470,AR4WC3BUASA3FAFI,7189.775751827944,3,4,4,3
37471,AR4ZDIJ938LC9R7I,3594.887875913972,4,1,2,2
37472,AR50LAKKSI3NCA17,3594.887875913972,5,1,2,1
37473,AR50PLSMAL4UDKS1,3594.887875913972,3,1,2,3
37474,AR512RKBQZJZT9HS,3594.887875913972,5,1,2,1
37475,AR52S32U9Q7C4TY5,3594.887875913972,2,1,2,4
37476,AR52X9PGSKJF71T5,3594.887875913972,3,1,2,3
37477,AR56668Z1Q23UUJ8,3454.578643139641,1,1,1,5
37478,AR56NKIFLO5ITUKE,10784.663627741917,5,5,5,1
37479,AR57L54WUB10ESYX,7189.775751827944,5,4,4,1
37480,AR58GVSGSXXHYZ8N,3594.887875913972,3,1,2,3
37481,AR5AJZNOFVXI62A1,3544.3271767810024,2,1,1,4
37482,AR5AT0EUBMXH7D88,3544.3271767810024,2,1,1,4
37483,AR5DCV9008VIOR6Y,3458.2679636021335,1,1,1,5
37484,AR5DJQ1JGT0YL6FA,3458.2679636021335,1,1,1,5
37485,AR5EDCNS2Z1TRAD2,7189.775751827944,4,4,4,2
37486,AR5ELMOBVQF0X4JL,3594.887875913972,3,1,2,3
37487,AR5HM18RTPCN7VEC,3594.887875913972,4,1,2,2
37488,AR5IH3FZFIULA463,3594.887875913972,3,1,2,3
37489,AR5J9Z4ZCI7O2A63,3594.887875913972,3,1,2,3
37490,AR5LS7BSEF6B148L,7189.775751827944,3,4,4,3
37491,AR5MU53ISUANJNCI,3454.578643139641,1,1,1,5
37492,AR5N65LZK1PVPV00,10784.663627741917,3,5,5,3
37493,AR5QCSDCYYW6CV4C,3594.887875913972,5,1,2,1
37494,AR5QWD8C82B3ROEE,3544.3271767810024,2,1,1,4
37495,AR5RI3SGIIDXG8JD,7189.775751827944,4,4,4,2
37496,AR5RWQUAMM2RQJW9,7088.654353562005,2,4,4,4
37497,AR5RZNFPA41KSEWB,3544.3271767810024,2,1,1,4
37498,AR5RZWSV2IUA34NE,3594.887875913972,3,1,2,3
37499,AR5ULN7W07Z3C13K,7189.775751827944,5,4,4,1
37500,AR5URYG0H8WHSUBW,3473.055488248122,1,1,1,5
37501,AR5V2MUV7Y2JFJ1Z,3594.887875913972,4,1,2,2
37502,AR5VZ6SHOFO33PGI,7088.654353562005,2,4,4,4
37503,AR5WMPJTQH0H27GG,3594.887875913972,2,1,2,4
37504,AR5WO5E5F8LC2KBK,3594.887875913972,3,1,2,3
37505,AR5XN6Z25HVMBPUH,3594.887875913972,3,1,2,3
37506,AR5XXKMH3VSLKRUV,3594.887875913972,3,1,2,3
37507,AR5Y58O5GBYO3RNC,7189.775751827944,5,4,4,1
37508,AR5YA5RC78YPFPQF,3473.055488248122,1,1,1,5
37509,AR60M9U9AZ3T7J7C,3454.578643139641,1,1,1,5
37510,AR64BTRAHLPI9L4E,7189.775751827944,4,4,4,2
37511,AR64KBGIWEE0WR96,3594.887875913972,3,1,2,3
37512,AR64X52OUEYHBN2M,3594.887875913972,3,1,2,3
37513,AR64YIVZWQ7QTPL0,10784.663627741917,5,5,5,1
37514,AR68GTW0GFJV2IH4,3594.887875913972,3,1,2,3
37515,AR68MH2R6XO8L9A7,3594.887875913972,5,1,2,1
37516,AR68MSUKGVT0O2XD,3594.887875913972,4,1,2,2
37517,AR68PUZL7RQ5XZ4N,3594.887875913972,4,1,2,2
37518,AR69REOUVW7KK2V8,3473.055488248122,1,1,1,5
37519,AR6A5XMVC4UMO7NA,7189.775751827944,5,4,4,1
37520,AR6B7Q408K386O0K,3594.887875913972,5,1,2,1
37521,AR6C873MJQAZIMI9,6916.535927204267,1,4,4,5
37522,AR6EOPB9JHXS30F4,3473.055488248122,1,1,1,5
37523,AR6F36NPBGWSO4CD,3594.887875913972,2,1,2,4
37524,AR6GN4BFKJLD9W94,3594.887875913972,3,1,2,3
37525,AR6HRNJVYME6GF6Z,10784.663627741917,5,4,5,1
37526,AR6I4QNP1L0C69WV,6909.157286279282,1,4,4,5
37527,AR6J9Y01TZIMLFO8,3594.887875913972,3,1,2,3
37528,AR6K9Z010TCJGJCG,3594.887875913972,5,1,2,1
37529,AR6LALILGTCYSU1U,3594.887875913972,4,1,2,2
37530,AR6MG9W0NE6JEALV,3594.887875913972,4,1,2,2
37531,AR6NMK6KTYT8VKFR,3473.055488248122,1,1,1,5
37532,AR6RMYQKIVNZHQKU,10784.663627741917,4,5,5,2
37533,AR6RQNFRSLZWOLTL,3544.3271767810024,2,1,1,4
37534,AR6SQFVQ2RGKLI5Y,3594.887875913972,3,1,2,3
37535,AR6TNPYCLCLVTL4E,7189.775751827944,4,4,4,2
37536,AR6TSTUTANKRMV8A,7088.654353562005,2,4,4,4
37537,AR6WPL8RZ3H0EBHD,3594.887875913972,5,1,2,1
37538,AR6WYM6ON22DXENY,7189.775751827944,2,4,4,4
37539,AR6XFSZ9EC19SA3Q,3458.2679636021335,1,1,1,5
37540,AR6XY9N54RLTUC6E,10784.663627741917,4,5,5,2
37541,AR6Y3KJEX2ZARQ5G,3594.887875913972,3,1,2,3
37542,AR6Y6O672WKODCS8,7189.775751827944,5,4,4,1
37543,AR6YM5UF32YTNPKC,3458.2679636021335,1,1,1,5
37544,AR6Z76MLKGO2LDTQ,7189.775751827944,5,4,4,1
37545,AR6ZCY6FDHEFSSRA,7189.775751827944,3,4,4,3
37546,AR6ZOKTVRXDRCOZ4,14379.551503655888,3,5,5,3
37547,AR708HN0VTM4KT4U,7189.775751827944,4,4,4,2
37548,AR70AP98RRGH8FVV,3458.2679636021335,1,1,1,5
37549,AR71D7VTKH989ANN,3544.3271767810024,2,1,1,4
37550,AR71QMVIUQDHGK46,3454.578643139641,1,1,1,5
37551,AR73ZBSUSJRFE4QC,7189.775751827944,3,4,4,3
37552,AR74N9FVWJT9XBER,3594.887875913972,2,1,2,4
37553,AR75YK1UWJ6454Z7,3544.3271767810024,2,1,1,4
37554,AR76P3C3XAYQFIMB,3594.887875913972,5,1,2,1
37555,AR76RV9AHNK7RG3O,3594.887875913972,3,1,2,3
37556,AR77Q0URAOQY5LMB,3594.887875913972,5,1,2,1
37557,AR7AQ6IOYO7YVHJS,6946.110976496244,1,4,4,5
37558,AR7BMIE6POJS7ML4,7088.654353562005,2,4,4,4
37559,AR7C8B5G8G8O54E3,3454.578643139641,1,1,1,5
37560,AR7CD2B1DHW96MTU,7189.775751827944,5,4,4,1
37561,AR7CGSHEENP2AFEF,3594.887875913972,4,1,2,2
37562,AR7E5S8FXC1RPN0S,3458.2679636021335,1,1,1,5
37563,AR7GI2DM7HTVT1YA,10784.663627741917,3,5,5,3
37564,AR7I7KUJC1UOPSR1,3473.055488248122,1,1,1,5
37565,AR7IFWN7MW3B9BOP,3594.887875913972,3,1,2,3
37566,AR7KB7BPKMAU2XRI,3594.887875913972,5,1,2,1
37567,AR7LQFAFV5RUMPXG,3454.578643139641,1,1,1,5
37568,AR7M2DPX01ZZ1JQO,3594.887875913972,5,1,2,1
37569,AR7M49HK02OQ543M,3594.887875913972,2,1,2,4
37570,AR7M97RVZPM388IC,3473.055488248122,1,1,1,5
37571,AR7MEFVRVYK31JRX,7189.775751827944,4,4,4,2
37572,AR7OOZG49LYDNHHO,7189.775751827944,4,4,4,2
37573,AR7PKMFXIZJQOB69,3594.887875913972,5,1,2,1
37574,AR7SAJR53G8JAHHB,3594.887875913972,4,1,2,2
37575,AR7UDLVNHBG4M19R,3544.3271767810024,2,1,1,4
37576,AR7UKH9YXFYADB19,3594.887875913972,3,1,2,3
37577,AR7UQYEQSKD3CTNL,3544.3271767810024,2,1,1,4
37578,AR7W7EFYC0H90L5U,3458.2679636021335,1,1,1,5
37579,AR7WLLCR5FUNPOKA,3458.2679636021335,1,1,1,5
37580,AR7WXRRFQQFHJMC7,3594.887875913972,3,1,2,3
37581,AR7XUTXLU21AP649,3594.887875913972,4,1,2,2
37582,AR7ZE8YWN05H3716,3473.055488248122,2,1,1,4
37583,AR807IBWX2IFQ4Y4,3544.3271767810024,2,1,1,4
37584,AR812NIQI9EKL6L7,3594.887875913972,3,1,2,3
37585,AR84C9NBN8MKWPFA,3544.3271767810024,2,1,1,4
37586,AR84I191ADZ1589G,7189.775751827944,5,4,4,1
37587,AR84Y0I6S6ROGTJK,3544.3271767810024,2,1,1,4
37588,AR8799IDF3O9W3DQ,3594.887875913972,3,1,2,3
37589,AR88A74SE08T17ZP,3594.887875913972,4,1,2,2
37590,AR89OCACIVAAI8RB,7189.775751827944,5,4,4,1
37591,AR89Y8I6MJX0LGEM,3594.887875913972,5,1,2,1
37592,AR8B0U87HL95NQ7Z,7189.775751827944,3,4,4,3
37593,AR8BQV99ZYG9YJR9,3544.3271767810024,2,1,1,4
37594,AR8BWWRVAU8PB1KL,3458.2679636021335,1,1,1,5
37595,AR8CSFQT9OUQWWR0,3594.887875913972,5,1,2,1
37596,AR8EF16CWHMRHMEW,7189.775751827944,4,4,4,2
37597,AR8F01VH1DUAI0XX,3544.3271767810024,2,1,1,4
37598,AR8HKZAU8QXSHQHJ,3544.3271767810024,2,1,1,4
37599,AR8II35XNZIWD38R,3594.887875913972,4,1,2,2
37600,AR8IZB6YTEEUF5GU,3594.887875913972,3,1,2,3
37601,AR8K8B8ZKKVCSDCV,3544.3271767810024,2,1,1,4
37602,AR8KWMARPNXCM0ZO,3473.055488248122,1,1,1,5
37603,AR8P2C6SSIUD0MAT,3594.887875913972,3,1,2,3
37604,AR8QUYGHQT4S6RQA,3594.887875913972,5,1,2,1
37605,AR8REF1PKEX972FP,3544.3271767810024,2,1,1,4
37606,AR8RFGJFZYOG8UHJ,3594.887875913972,5,1,2,1
37607,AR8RVGG2OE9HON79,3594.887875913972,5,1,2,1
37608,AR8S676B02V6YZ59,3544.3271767810024,2,1,1,4
37609,AR8S8O368Z01Q7KP,25164.215131397803,3,5,5,3
37610,AR8TLD145AAHZ8WK,3594.887875913972,4,1,2,2
37611,AR8UATHFVPU5MVGL,3594.887875913972,3,1,2,3
37612,AR8UD43EEKRUQSSW,10784.663627741917,5,5,5,1
37613,AR8UM59OJT6CT429,3594.887875913972,3,1,2,3
37614,AR8VIVF1CJRTFD3B,3544.3271767810024,2,1,1,4
37615,AR8W8YABUZFQ11KB,3594.887875913972,3,1,2,3
37616,AR8WODVCEN0ROEN9,14379.551503655888,5,5,5,1
37617,AR8WSNRBBC7WK5YZ,3594.887875913972,3,1,2,3
37618,AR8XNEBGX0V1URSB,3594.887875913972,4,1,2,2
37619,AR8XR8RLVKTOLW90,3473.055488248122,1,1,1,5
37620,AR8XSFHSWUCG1VMS,3594.887875913972,3,1,2,3
37621,AR8Y9NTGIC9IWA3R,7189.775751827944,4,4,4,2
37622,AR8YR3B05PKEVF7K,3594.887875913972,5,1,2,1
37623,AR8ZQ4VZSYQD33HI,3594.887875913972,2,1,2,4
37624,AR90SXL1XWOSFLLG,3458.2679636021335,1,1,1,5
37625,AR91ENHQKX6H4PAR,3594.887875913972,3,1,2,3
37626,AR924S86FOBZLVHU,3544.3271767810024,2,1,1,4
37627,AR92FVA2AA6GIPHM,3458.2679636021335,1,1,1,5
37628,AR92NH6L79Y7GZ05,6909.157286279282,1,4,4,5
